PERMIT TYPE,PERMIT #,PROJECT NAME,WORK TYPE,ADDRESS,LOCATION,X_COORD,Y_COORD,DATE SUBMITTED,DATE ISSUED,DECLARED VALUATION,AREA (SF),PRIMARY CONTACT,CD,NCD,HD
Comm Sitework Permit,COM-SIT-PMT21-40100697,Complex Plans - 6175 INGRAM ROAD - Ingram Apartments,New,"6175 INGRAM RD, SAN ANTONIO, TX 78238",,,,2021-07-12,2022-01-18,2079502,57612,,7,,
LSR Electrical Permit,LSR-ELECT-22-39500167,,,"10955 WURZBACH RD, CITY OF SAN ANTONIO, TX 78230",,2110858,13745107.1,2022-01-18,2022-01-18,,,DANIEL LASKOWSKI,8,,
LSR Mechanical Permit,LSR-MECH-22-39600164,,,"13130 OXFORD BEND, CITY OF SAN ANTONIO, TX 78249",,2093473.3,13754459.2,2022-01-18,2022-01-18,,,CHARLES FLEMING,8,,
LSR Mechanical Permit,LSR-MECH-22-39600169,,,"2815 MONCAYO DR, CITY OF SAN ANTONIO, TX 78232",,2146241.1,13760422,2022-01-18,2022-01-18,,,JON W MANNING,10,,
LSR Plumbing Permit,LSR-PLUMB-22-39700161,,,"303 ROSEHEART, CITY OF SAN ANTONIO, TX 78259",,2154627.2,13775828.3,2022-01-18,2022-01-18,,,CHAMBLISS PLUMBING,10,,
LSR Plumbing Permit,LSR-PLUMB-22-39700162,,,"6402 MELTON DR, CITY OF SAN ANTONIO, TX 78218",,2157048.3,13724697.1,2022-01-18,2022-01-18,,,ERIC CARTER,2,,
LSR Plumbing Permit,LSR-PLUMB-22-39700163,,,"2866 BURNING LOG, CITY OF SAN ANTONIO, TX 78247",,2145071.3,13753470.3,2022-01-18,2022-01-18,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",10,,
LSR Plumbing Permit,LSR-PLUMB-22-39700165,,,"4450 AMANDAS COVE, CITY OF SAN ANTONIO, TX 78247",,2155665.5,13763403.1,2022-01-18,2022-01-18,,,"WILLIAM W HAWKINS, ALL PRO CONSTRUCTION",10,,
LSR Plumbing Permit,LSR-PLUMB-22-39700166,,,"10955 WURZBACH RD, CITY OF SAN ANTONIO, TX 78230",,2110858,13745107.1,2022-01-18,2022-01-18,,,"GERALD CORTEZ, JON WAYNE HEAT, ELCT& A/C,LTD.",8,,
LSR Plumbing Permit,LSR-PLUMB-22-39700168,,,"13015 TULIP FARM, CITY OF SAN ANTONIO, TX 78249",,2090082.3,13754075.7,2022-01-18,2022-01-18,,,"WESLEY PARKS, ALLPA HOME SERVICES",8,,
LSR Plumbing Permit,LSR-PLUMB-22-39700170,,,"21527 BEAVER BROOK, CITY OF SAN ANTONIO, TX 78260",,2124950,13781596.1,2022-01-18,2022-01-18,,,KARL BISHOP,9,,
LSR Plumbing Permit,LSR-PLUMB-22-39700171,,,"5727 SENDERO SPRINGS, CITY OF SAN ANTONIO, TX 78251",,2071701.5,13725009.5,2022-01-18,2022-01-18,,,"GARY S HOWARD, INFINITY PLUMBING",6,,
LSR Plumbing Permit,LSR-PLUMB-22-39700172,,,"11910 CHIPPER LANDING, CITY OF SAN ANTONIO, TX 78221",,2133793.3,13655942.3,2022-01-18,2022-01-18,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",3,,
LSR Plumbing Permit,LSR-PLUMB-22-39700173,,,"8535 LOSKA GREEN, CITY OF SAN ANTONIO, TX 78251",,2078332.5,13711570.9,2022-01-18,2022-01-18,,,KARL BISHOP,6,,
LSR Plumbing Permit,LSR-PLUMB-22-39700174,,,"5755 LARKDALE, CITY OF SAN ANTONIO, TX 78233",,2166904.6,13752882.9,2022-01-18,2022-01-18,,,KARL BISHOP,10,,
Electrical General Permit,MEP-ELE-PMT22-33300732,Electrical General Permit,,"510 REDCLIFF DR, CITY OF SAN ANTONIO, TX 78216",,2131611,13735288.5,2022-01-10,2022-01-18,,,AZ ELECTRICAL SOLUTIONS LLC,1,,
Electrical General Permit,MEP-ELE-PMT22-33301330,Electrical General Permit,,"9831 SALISBURY DR, CITY OF SAN ANTONIO, TX 78217",,2144084.6,13740597.6,2022-01-13,2022-01-18,,,CAMPOS FAMILY ELECTRIC,10,,
Electrical General Permit,MEP-ELE-PMT22-33301374,1040 west gramercy place,,"1040 GRAMERCY PLACE, CITY OF SAN ANTONIO, TX 78201",,2123921.4,13715231.7,2022-01-14,2022-01-18,,,ERIC J ORTIZ,1,NCD-5 Beacon Hill Area,
Electrical General Permit,MEP-ELE-PMT22-33301490,CM / Mistletoe,,"1930 MISTLETOE, CITY OF SAN ANTONIO, TX 78201",,2118236.6,13713320.7,2022-01-14,2022-01-18,,,"MANUEL VALLEJO, VALLEJO ELECTRIC",7,,Monticello Park
Electrical General Permit,MEP-ELE-PMT22-33301498,TOOL SHOW,,"211 AT AND T CENTER, CITY OF SAN ANTONIO, TX 78219",,2147555.3,13703283.2,2022-01-15,2022-01-18,,,BO D CAPPADONNA,2,,
Electrical General Permit,MEP-ELE-PMT22-33301545,AUAUS00423A,,"2008 BRAZOS ST, CITY OF SAN ANTONIO, TX 78207",,2122782.1,13695660.1,2022-01-17,2022-01-18,,,SAM JONATHON SHIPPEY,5,,
Electrical General Permit,MEP-ELE-PMT22-33301580,Reef Austin HWY,,"1315 AUSTIN HWY, CITY OF SAN ANTONIO, TX 78209",,2146133.3,13726294.8,2022-01-17,2022-01-18,,,"JOHN D VERHELST, VA ELECTRICAL CONTRACTORS,LLC",10,,
Electrical General Permit,MEP-ELE-PMT22-33301587,Service Electric,,"1803 WAVERLY, CITY OF SAN ANTONIO, TX 78201",,2115216.5,13711090.7,2022-01-17,2022-01-18,,,ROLAND ORTIZ,7,NCD-8 Woodlawn Lake,
Electrical General Permit,MEP-ELE-PMT22-33301637,Service repair,,"4914 TIMBER HEIGHTS, CITY OF SAN ANTONIO, TX 78250",,2080364.4,13724175.3,2022-01-18,2022-01-18,,,"ROBERT A WALSH, B&M ELECTRIC",6,,
Electrical General Permit,MEP-ELE-PMT22-33301655,Buba Nollkamper,,"9419 CONBAR LANE, CITY OF SAN ANTONIO, TX 78023",,2073809.9,13759937.9,2022-01-18,2022-01-18,,,"BUBA L NOLLKAMPER, B & L ELECTRIC COMPANY",8,,
Electrical General Permit,MEP-ELE-PMT22-33301656,Meter Loop,,"254 HUB AVE, CITY OF SAN ANTONIO, TX 78220",,2148104.9,13699536.4,2022-01-18,2022-01-18,,,"RAUL VILLARREAL, SA CLASSIC ELECTRIC INC",2,,
Electrical General Permit,MEP-ELE-PMT22-33301665,Electrical General Permit,,"427 GUANAJUATO, CITY OF SAN ANTONIO, TX 78237",,2107139.5,13695645.3,2022-01-18,2022-01-18,,,C A ONE ELECTRIC CONTRACTORS,5,,
Electrical General Permit,MEP-ELE-PMT22-33301666,Meter Loop,,"934 MALONE, CITY OF SAN ANTONIO, TX 78225",,2121619.1,13688576.7,2022-01-18,2022-01-18,,,"RAUL VILLARREAL, SA CLASSIC ELECTRIC INC",5,,
Electrical General Permit,MEP-ELE-PMT22-33301673,Meter Loop,,"10110 SAHARA, CITY OF SAN ANTONIO, TX 78216",,2128417.8,13741481.4,2022-01-18,2022-01-18,,,"RAUL VILLARREAL, SA CLASSIC ELECTRIC INC",1,,
Electrical General Permit,MEP-ELE-PMT22-33301681,Brunswick Electrical,,"1030 BRUNSWICK BLVD, CITY OF SAN ANTONIO, TX 78211",,2121065.3,13682789,2022-01-18,2022-01-18,,,"MICHAEL BRONDER, BC ELECTRICAL SERVICES,LLC",5,,
Electrical General Permit,MEP-ELE-PMT22-33301697,Electrical General Permit,,"243 OELKERS ST, CITY OF SAN ANTONIO, TX 78204",,2128679.7,13692828.1,2022-01-18,2022-01-18,,,C.T. ELECTRICAL SERVICES,5,,
Electrical General Permit,MEP-ELE-PMT22-33301699,General Electric,,"2609 OLD MOSS RD, CITY OF SAN ANTONIO, TX 78217",,2144345.6,13737097.1,2022-01-18,2022-01-18,,,SANTIAGO MUNGUIA,10,,
Electrical General Permit,MEP-ELE-PMT22-33301702,General Electric,,"2611 OLD MOSS RD, CITY OF SAN ANTONIO, TX 78217",,2144353.2,13737095.4,2022-01-18,2022-01-18,,,SANTIAGO MUNGUIA,10,,
Electrical General Permit,MEP-ELE-PMT22-33301704,3 Blenheim,,"3 BLENHEIM, CITY OF SAN ANTONIO, TX 78209",,2136145.8,13726660.4,2022-01-18,2022-01-18,,,"CHRIS WRIGHT, HILL COUNTRY ELECTRICAL",1,,
Electrical General Permit,MEP-ELE-PMT22-33301726,Abel Joiner,,"4634 CREEKMOOR, CITY OF SAN ANTONIO, TX 78220",,2158751.9,13694953.3,2022-01-18,2022-01-18,,,"RAFAEL T CARRANZA, HOME TECHNOLOGY REPAIR",2,,
Electrical General Permit,MEP-ELE-PMT22-33301728,11071 THOMAS ELECTRIC PERMIT,,"110 BLAKELEY DR, CITY OF SAN ANTONIO, TX 78209",,2144602.1,13724437.4,2022-01-18,2022-01-18,,,BRIAN L ZARS,2,,
Electrical General Permit,MEP-ELE-PMT22-33301729,Misty Valley,,"6031 MISTY VALLEY, CITY OF SAN ANTONIO, TX 78242",,2089724.3,13676600.9,2022-01-18,2022-01-18,,,JOHN CLARK LEWIS,4,,
Electrical General Permit,MEP-ELE-PMT22-33301743,Grounding,,"4003 MOORESFIELD, CITY OF SAN ANTONIO, TX 78217",,2153926.9,13738875.3,2022-01-18,2022-01-18,,,"ROBERT A WALSH, B&M ELECTRIC",10,,
Electrical General Permit,MEP-ELE-PMT22-33301745,"200 E. GRAYSON, #120",,"200 GRAYSON ST, CITY OF SAN ANTONIO, TX 78215",,2133900,13709282.1,2022-01-18,2022-01-18,,,"KEITH F HERSHEY, TOWER ELECTRIC",1,,
Electrical General Permit,MEP-ELE-PMT22-33301750,Evergreen Townhomes,,"203 PASCHAL, CITY OF SAN ANTONIO, TX 78212",,2130573.5,13708965.8,2022-01-18,2022-01-18,,,"JESSE VILLARREAL, JV ELECTRIC, LLC",1,,
Electrical General Permit,MEP-ELE-PMT22-33301760,"Electrical General Permit - Building B, Suite 201",,"4940 EISENHAUER RD, CITY OF SAN ANTONIO, TX 78218",,2161230.2,13728023,2022-01-18,2022-01-18,,,COLBRAN ELECTRICAL SERVICES,2,,
Electrical General Permit,MEP-ELE-PMT22-33301775,319 WW White,,"319 WW WHITE RD, CITY OF SAN ANTONIO, TX 78219",,2157541.7,13702823.4,2022-01-18,2022-01-18,,,ERNESTO MOLINA,2,,
Electrical General Permit,MEP-ELE-PMT22-33301780,temp pole,,"114 AMIRES PLACE, CITY OF SAN ANTONIO, TX 78237",,2104811.7,13707031.8,2022-01-18,2022-01-18,,,CHRISTOPHER H BINGHAM,5,,
Electrical General Permit,MEP-ELE-PMT22-33301781,Morales Job Gary Pools,,"14807 MAVERICK AVE, CITY OF SAN ANTONIO, TX 78217",,2158501.3,13757235.5,2022-01-18,2022-01-18,,,MYRON K BLAIN,10,,
Electrical General Permit,MEP-ELE-PMT22-33301788,BHP-Santiago-JH-GC#1072,,"14 LAKE BRIDGE DR, CITY OF SAN ANTONIO, TX 78248",,2118543.2,13760529.8,2022-01-18,2022-01-18,,,DRAGAN TODOROVIC,9,,
Electrical General Permit,MEP-ELE-PMT22-33301791,BHP-Salzillo-JH,,"17 WESTELM GARDEN, CITY OF SAN ANTONIO, TX 78230",,2110665.6,13748726.1,2022-01-18,2022-01-18,,,DRAGAN TODOROVIC,8,,
Electrical General Permit,MEP-ELE-PMT22-33301797,Mike,,"235 HARCOURT AVE, CITY OF SAN ANTONIO, TX 78223",,2150157.3,13679128,2022-01-18,2022-01-18,,,"LUIS GARZA, MY LIGHT SOURCE ELECTRICAL SER",3,,
Electrical General Permit,MEP-ELE-PMT22-33301798,Hook up pool pump,,"3843 TUPELO LANE, CITY OF SAN ANTONIO, TX 78229",,2109040.8,13734003.4,2022-01-18,2022-01-18,,,"MACARIO ROBLEDO, MAC'S ELECTRIC",8,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201443,gas test,,"8403 STATE HWY 151, CITY OF SAN ANTONIO, TX 78245",,2079089.9,13706708.7,2022-01-14,2022-01-18,,,"GREGORY R HANSEN, EVEN FLOW PLUMBING",6,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201470,Sullivan - Ste. 124 Gas,,"2411 410, CITY OF SAN ANTONIO, TX 78217",,2153386.9,13736014.3,2022-01-14,2022-01-18,,,GREGORY BOLIN,10,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201473,Sullivan - Ste. 130 Gas,,"2411 410, CITY OF SAN ANTONIO, TX 78217",,2153386.9,13736014.3,2022-01-14,2022-01-18,,,GREGORY BOLIN,10,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201487,Rita's,,"245 COMMERCE ST, CITY OF SAN ANTONIO, TX 78205",,2130847,13702279,2022-01-14,2022-01-18,,,KARL BISHOP,1,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201510,Upstage Comedy Club,,"4441 WALZEM RD, CITY OF SAN ANTONIO, TX 78218",,2157496,13733820,2022-01-16,2022-01-18,,,JOHN ALVAREZ,2,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201518,REPLACE GAS LINE FROM METER TO HOME,,"1001 MAGNOLIA AVE, CITY OF SAN ANTONIO, TX 78201",,2124402.8,13713336.4,2022-01-17,2022-01-18,,,"JON WAYNE HEAT, ELCT& A/C,LTD.",1,NCD-5 Beacon Hill Area,
Plumbing Gas Permit,MEP-GAS-PMT22-34201647,Plumbing Gas Permit,,"1103 MULBERRY AVE, CITY OF SAN ANTONIO, TX 78209",,2137105.9,13713009.4,2022-01-18,2022-01-18,,,PLUMBING CONTRACTORS,2,NCD-6 Mahncke Park,
Plumbing Gas Permit,MEP-GAS-PMT22-34201692,CROSS - Star Heights/Argumedo (gas),,"13406 STAR HEIGHTS DR, CITY OF SAN ANTONIO, TX 78230",,2106591.6,13754964.4,2022-01-18,2022-01-18,,,JEREMY M DUNN,8,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201703,CP-Bias,,"7007 CANTERA MANOR BLVD, CITY OF SAN ANTONIO, TX 78256",,2087046.6,13769739.5,2022-01-18,2022-01-18,,,PAUL NEWSOME,8,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201730,D.G. GARCIA PLUMBING,,"1526 GLADSTONE ST, CITY OF SAN ANTONIO, TX 78225",,2117548.3,13686932.3,2022-01-18,2022-01-18,,,DONALD G GARCIA,5,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201753,Kiessling generator,,"4111 SYLVANOAKS, CITY OF SAN ANTONIO, TX 78229",,2106706.6,13727647,2022-01-18,2022-01-18,,,"PATRICK FREUND, PRIMO PLUMBING",7,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201758,LUCEY SUFENTEZ,,"809 POPLAR ST, CITY OF SAN ANTONIO, TX 78212",,2127234.3,13707496.7,2022-01-18,2022-01-18,,,ERIC CARTER,1,,
Plumbing Gas Permit,MEP-GAS-PMT22-34201768,Cody/Degollado,,"24003 FOG CANYON, CITY OF SAN ANTONIO ETJ, TX 78258",,2131142.1,13789353.7,2022-01-18,2022-01-18,,,MICHAEL CASANOVA,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401544,7210 PERSEUS BROOK,,"7210 PERSEUS BROOK, CITY OF SAN ANTONIO, TX 78252",,2083585.2,13673993.4,2022-01-17,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",4,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401605,Tacara at Dove Creek,,,,,,2022-01-17,2022-01-18,,,"CARLOS A PALOS, MUNDO VERDE IRRIGATION &LANDSC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401642,9610 SALERS SPRINGS,,"9610 SALERS SPRINGS, SAN ANTONIO, TX 78254",,,,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401643,9404 ATEN SHORE,,,,,,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401646,12911 Irving Path,,"12911 IRVIN PATH, CITY OF SAN ANTONIO ETJ, TX 78254",,2048139.8,13739700.8,2022-01-18,2022-01-18,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401650,12923 Irving Path,,"12923 IRVIN PATH, CITY OF SAN ANTONIO ETJ, TX 78254",,2048011.5,13739751.1,2022-01-18,2022-01-18,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401651,7846 SYCAMORE HILLS,,,,,,2022-01-18,2022-01-18,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401653,9471 witten dr,,"9471 WITTEN DR, CITY OF SAN ANTONIO ETJ, TX 78254",,2049277.6,13741204.6,2022-01-18,2022-01-18,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401661,27732 ALPINE TUNDRA,,,,,,2022-01-18,2022-01-18,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401663,13803 APHANITE WAY,,,,,,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401664,13807 APHANITE WAY,,,,,,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401667,13811 APHANITE WAY,,,,,,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401671,13815 APHANITE WAY,,,,,,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401674,14019 COQUINA BLUFF,,"14019 COQUINA BLUFF, SAN ANTONIO, TX 78253",,,,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401676,4423 TIGER RUN,,"4423 TIGER RUN, CITY OF SAN ANTONIO, TX 78217",,2158172.4,13757406.4,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401677,4427 TIGER RUN,,"4427 TIGER RUN, CITY OF SAN ANTONIO, TX 78217",,2158193.4,13757425.1,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401678,4431 TIGER RUN,,"4431 TIGER RUN, CITY OF SAN ANTONIO, TX 78217",,2158222.6,13757451.8,2022-01-18,2022-01-18,,,"RICHARD J NARUM, 3-D LANDSCAPING LLC",10,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401696,29010 Talder Way,,,,,,2022-01-18,2022-01-18,,,"JOSEPH ASH, MIMBRES RIVER IRRIGATION, LLC",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401723,6507 Casina Terrace,,"6507 CASINA TERRACE, CITY OF SAN ANTONIO, TX 78240",,2091897.3,13746692.3,2022-01-18,2022-01-18,,,JAMES DEATS,8,,
Plumbing Irrigation Permit,MEP-IRR-PMT22-34401741,irrigation system,,"3254 OLD ALMONTE DR, CITY OF SAN ANTONIO, TX 78224",,2108312.7,13662373.3,2022-01-18,2022-01-18,,,"CARMEN M RAMIREZ, GREEN HOUSE LANDSCAPING",4,,
Mechanical Permit,MEP-MEC-PMT21-33904934,15950 Chase Hill,,"15950 CHASE HILL BLVD, CITY OF SAN ANTONIO, TX 78256",,2086774,13764510.5,2021-02-11,2022-01-18,,,MARK EVETT,8,,
Mechanical Permit,MEP-MEC-PMT22-33900072,Mechanical,,"327 FLORIDA ST, CITY OF SAN ANTONIO, TX 78210",,2133424.1,13696144.1,2022-01-04,2022-01-18,,,,1,,Lavaca
Mechanical Permit,MEP-MEC-PMT22-33901385,Susan Artiglia,,"7123 THRUSH VIEW LANE, CITY OF SAN ANTONIO, TX 78209",,2148054.7,13728607.2,2022-01-14,2022-01-18,,,KEITH SCHMIDT,10,,
Mechanical Permit,MEP-MEC-PMT22-33901414,CRAIG,,"250 MANDALAY DR, CITY OF SAN ANTONIO, TX 78212",,2128386.7,13722754.4,2022-01-14,2022-01-18,,,CHARLES FLEMING,1,,Olmos Park Terrace
Mechanical Permit,MEP-MEC-PMT22-33901550,JEAN PEREIDA,,"14402 BRIARPINE, CITY OF SAN ANTONIO, TX 78247",,2157621.9,13758709.8,2022-01-17,2022-01-18,,,SHIRLEY SMITH,10,,
Mechanical Permit,MEP-MEC-PMT22-33901577,6010 Zamarripa,,"6010 PINE VALLEY DR, CITY OF SAN ANTONIO, TX 78242",,2090165.2,13675509.9,2022-01-17,2022-01-18,,,TIMOTHY E WILSON,4,,
Mechanical Permit,MEP-MEC-PMT22-33901585,AC replacement,,"5723 SWIFT CREEK, CITY OF SAN ANTONIO, TX 78238",,2084875.7,13724562.8,2022-01-17,2022-01-18,,,"JEREMY T ROBERDS, SA SPECIALTIE",7,,
Mechanical Permit,MEP-MEC-PMT22-33901636,827 LEE HALL,,"827 LEE HALL, CITY OF SAN ANTONIO, TX 78212",,2125807.3,13720981.1,2022-01-18,2022-01-18,,,"ALBERTO HERNANDEZ, NICE&COOL MECHANICAL LLC",1,,
Mechanical Permit,MEP-MEC-PMT22-33901638,13606 Chatwood,,"13606 CHATWOOD, CITY OF SAN ANTONIO, TX 78217",,2157962.4,13753548.5,2022-01-18,2022-01-18,,,JAMES MICHAEL SCHOOMAN,10,,
Mechanical Permit,MEP-MEC-PMT22-33901639,HVAC Install,,"1223 BRIGHTON AVE, CITY OF SAN ANTONIO, TX 78211",,2119858.5,13684421.1,2022-01-18,2022-01-18,,,DONALD RACKLER,5,,
Mechanical Permit,MEP-MEC-PMT22-33901645,REBECCA KOEHNEN,,"6135 HAZEL VALLEY DR, CITY OF SAN ANTONIO, TX 78242",,2088228.9,13678184.5,2022-01-18,2022-01-18,,,LUKE ZIMMERMANN,4,,
Mechanical Permit,MEP-MEC-PMT22-33901649,Miguel Lagares,,"10842 MAROT FIELD, CITY OF SAN ANTONIO, TX 78023",,2065408.4,13745652.3,2022-01-18,2022-01-18,,,LUKE ZIMMERMANN,7,,
Mechanical Permit,MEP-MEC-PMT22-33901659,HVAC Install,,"3846 CARNATION, CITY OF SAN ANTONIO, TX 78237",,2105862.9,13693390.5,2022-01-18,2022-01-18,,,DONALD RACKLER,5,,
Mechanical Permit,MEP-MEC-PMT22-33901662,HVAC,,"1105 TORREON, CITY OF SAN ANTONIO, TX 78207",,2119810.5,13700944.5,2022-01-18,2022-01-18,,,HOMERO ORTIZ,5,,
Mechanical Permit,MEP-MEC-PMT22-33901679,HVAC,,"6634 BUCKHORN CLIFF, CITY OF SAN ANTONIO, TX 78233",,2172678.5,13751454.7,2022-01-18,2022-01-18,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",10,,
Mechanical Permit,MEP-MEC-PMT22-33901680,Mechanical,,"310 CLAY ST, CITY OF SAN ANTONIO, TX 78204",,2128065.9,13695990.3,2022-01-18,2022-01-18,,,MTY AIR CONDITIONING & HEATING,5,,
Mechanical Permit,MEP-MEC-PMT22-33901686,Mechanical,,"3651 PINEBLUFF, CITY OF SAN ANTONIO, TX 78230",,2108036.6,13743480.4,2022-01-18,2022-01-18,,,MTY AIR CONDITIONING & HEATING,8,,
Mechanical Permit,MEP-MEC-PMT22-33901694,HVAC,,"5314 PINE VIEW DR, CITY OF SAN ANTONIO, TX 78247",,2164785,13764855.1,2022-01-18,2022-01-18,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",10,,
Mechanical Permit,MEP-MEC-PMT22-33901708,Christina Martinez,,"66 BREES BLVD, CITY OF SAN ANTONIO, TX 78209",,2141283,13726392.9,2022-01-18,2022-01-18,,,"OTONIEL SEGOVIA, A OK SERVICES",10,,
Mechanical Permit,MEP-MEC-PMT22-33901716,Mechanical,,"235 ARMY, CITY OF SAN ANTONIO, TX 78215",,2136132.3,13711415.7,2022-01-18,2022-01-18,,,BLUEBONNET AIR CONDITION,2,,Westfort
Mechanical Permit,MEP-MEC-PMT22-33901717,BUSBY,,"123 BASSWOOD DR, CITY OF SAN ANTONIO, TX 78213",,2118917.4,13731122.1,2022-01-18,2022-01-18,,,CHARLES FLEMING,1,,
Mechanical Permit,MEP-MEC-PMT22-33901718,Mechanical,,"122 BLUFFSIDE DR, CITY OF SAN ANTONIO, TX 78227",,2082037.8,13690754.3,2022-01-18,2022-01-18,,,DURAN ALLSTAR HEATING AND COOL,4,,
Mechanical Permit,MEP-MEC-PMT22-33901727,Jose Valdez,,"3526 HUNTERS GATE, CITY OF SAN ANTONIO, TX 78230",,2112653.8,13752345.7,2022-01-18,2022-01-18,,,JOSE G VALDEZ,8,,
Mechanical Permit,MEP-MEC-PMT22-33901732,DUCTWORK,,"116 BONNELL DR, CITY OF SAN ANTONIO, TX 78223",,2137681.7,13685542.6,2022-01-18,2022-01-18,,,"RICHARD W HOFFART, AMERICAN RESIDENTIAL SERVICES",3,,
Mechanical Permit,MEP-MEC-PMT22-33901737,Mechanical,,"312 MISSION ST, CITY OF SAN ANTONIO, TX 78210",,2130746.6,13697344.7,2022-01-18,2022-01-18,,,AIR DROP AC & HEATING,1,,King William
Mechanical Permit,MEP-MEC-PMT22-33901746,Duct Outlet Install,,"5234 OVERPOOL, CITY OF SAN ANTONIO, TX 78228",,2098610.5,13714064.2,2022-01-18,2022-01-18,,,DONALD RACKLER,7,,
Mechanical Permit,MEP-MEC-PMT22-33901747,WOLFE VERA,,"6134 WOOD PASS, CITY OF SAN ANTONIO, TX 78249",,2093622.8,13747302.5,2022-01-18,2022-01-18,,,CHARLES FLEMING,8,,
Mechanical Permit,MEP-MEC-PMT22-33901751,system change out,,"322 SHARON DR, CITY OF SAN ANTONIO, TX 78216",,2130648.6,13730039.5,2022-01-18,2022-01-18,,,JON W MANNING,1,,
Mechanical Permit,MEP-MEC-PMT22-33901762,system change out,,"14415 DARK STAR, CITY OF SAN ANTONIO, TX 78248",,2120274.5,13756714.5,2022-01-18,2022-01-18,,,JON W MANNING,9,,
Mechanical Permit,MEP-MEC-PMT22-33901779,Desiree Herr,,"322 BLAKELEY DR, CITY OF SAN ANTONIO, TX 78209",,2146318.3,13724440,2022-01-18,2022-01-18,,,HECTOR GALINDO,2,,
Mechanical Permit,MEP-MEC-PMT22-33901789,central furnace,,"1634 SAN CASIMIRO ST, CITY OF SAN ANTONIO, TX 78214",,2137180.6,13663637.4,2022-01-18,2022-01-18,,,OMAR RODRIGUEZ,3,,
Mechanical Permit,MEP-MEC-PMT22-33939462,Mechanical,,"10351 MANOR CREEK, CITY OF SAN ANTONIO, TX 78245",,2065134.6,13703133.9,2021-12-10,2022-01-18,,,FOUR STAR AIR CONDTIONING & RE,4,,
Plumbing General Permit,MEP-PLM-PMT22-34301369,Plumbing Permit,,"1040 GRAMERCY PLACE, CITY OF SAN ANTONIO, TX 78201",,2123921.4,13715231.7,2022-01-13,2022-01-18,,,"RAYMOND RODRIGUEZ, PLUMBING ENGINEERING & CONSULT",1,NCD-5 Beacon Hill Area,
